smiles,selfies,QED,SA,sim_g12d,novelty_raw,physchem_score,molwt,f_qed,f_sa,f_sim,f_novelty,f_physchem,reward
CC1C=CC=CC(C)C23C(F)=C4NC5(C=N1)N=CN1C2CCC41CN3CN=CN=COC1=C(Cl)C=C5C1(C)N,[C][C][Branch1][C][N][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][=N][C][=N][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][C][=N][C][Branch1][#C][C][=N][C][Branch1][C][C][C][=C][C][=C][C][Ring1][=C][C][Ring2][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][C][F][=C][Ring2][Ring1][C][C][C][Ring2][Ring2][Ring2],0.48221563517851973,6.972099579794708,0.144,0.856,1.0,551.0700000000003,0.6822156351785197,0.37848755252566146,0.0,0.0,1.0,1.2214488042347529
CC(N=C(N=COCC1=NCC1)C1CC2CCC(C1)N2)OC[CH]CC=N,[C][C][N][=C][Ring1][Branch1][C][O][C][=N][C][Branch1][#C][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C@@H1][C][O][C][C@H1][C][C][Ring1][Branch1][=N][Ring2][Ring1][#Branch1][F][=C][Ring2][Ring1][C][F][=C][Ring2][Ring2][Ring2][Ring1][Ring2][Ring2][Branch1],0.3559530754715959,5.819379527793294,0.1941747572815534,0.8,1.0,360.4820000000001,0.33571845282957535,0.5225775590258382,0.0,-2.220446049250313e-16,1.0,0.9209241906161609
CCCC(C)C=CC1=NC2=CC(N3CC4CCC(C3)N4)=NCNCCCC3CC3CC=CC2=C1O,[C][C][C][C][Branch1][C][=C][C][=C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][Ring1][#Branch1][N][=C][=Branch1][=N][C][=C][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][O][O][=Ring1],0.5392317950839258,5.985221986690289,0.20689655172413793,0.7931034482758621,1.0,477.6970000000003,0.7392317950839258,0.5018472516637139,0.034482758620689585,0.03448275862068939,1.0,1.4402800933627165
FC1(F)N=C(N=C[CH]CCC=CC2CC2)N2CC3CCC1(C2)N3,[C][C][C][Ring1][=C][C][=C][C][Branch2][Branch1][O][C][C@H1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][F][C][C][C][C][C][Branch1][O][C][C][Ring1][=Branch1][C][Ring2][Ring1][Branch1][F],0.3660037371008086,5.551802530268457,0.21505376344086022,0.7692307692307692,1.0,321.3950000000001,0.39602242260485154,0.5560246837164429,0.07526881720430104,0.15384615384615408,1.0,1.1565230808979836
C=CC=C(O)C=CC=CC1(C=CN=C[O-])CC=NC=CC12C=CC=CC(=C(F)C=C(N)C=C)C=N2,[O-1][C][=N][C][=C][C][Branch2][Branch1][Branch2][C][C][=N][C][=C][C][Branch1][#C][N][=C][C][=C][Branch1][C][F][C][=C][Branch1][C][=N][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][N][Ring1][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][Branch1][C][O][=C][C][=C],0.22997511383254898,5.681188734291695,0.0859375,0.9140625,1.0,471.55600000000015,0.0,0.5398514082135382,0.0,0.0,1.0,0.5318811265708305
CN=CNC1(C)CCCN1C(C=CN=CC1C=CC=CCOC1)OC1CCCC1CF,[C][O][=C][C][=C][C][=C][C][=Branch1][C][Branch2][Ring1][O][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][C][C][Ring1][Branch1][N][C][=N][C][Branch1][#C][O][C][C][C][C][C][Ring1][Branch1][C][F][Ring1][Branch1][C][=N][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][=N][F],0.44388943569165606,5.719834529859756,0.14049586776859505,0.859504132231405,1.0,432.58400000000034,0.643889435691656,0.5350206837675305,0.0,0.0,1.0,1.3006838698440117
CNC=CC=CCC=NC=CC(N=CC=NC1=CC=NC(C=Nc2cccccc(O)ccc2)CC2CCC(CO1)N2)N1CC2CCC(C1)N2,[C][N][C][=C][C][=C][C][Branch2][Branch2][S][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][C][=N][C][Branch1][#C][O][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=N][C][=C][C][=C][C][Branch1][C][O][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],0.17767608635338553,6.861663485492206,0.2047244094488189,0.7952755905511811,0.3094280000000012,677.8979999999999,0.0,0.3922920643134743,0.02362204724409442,0.023622047244094224,0.3094280000000012,0.3802095223169211
FCc1ccco1,[O][C][=C][C][=C][Ring1][Branch1][C][F][=C][C][=C][C][=N][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][#Branch2][F][=C][C][Ring2][Ring1][C][=N][Ring2][Ring1][=Ring1],0.5235861516320408,3.5682660834864923,0.10256410256410256,0.8918918918918919,0.0,100.09199999999998,0.7235861516320408,0.8039667395641885,0.0,0.0,0.0,1.5114767736097998
C=CN1C2=CC=CC3=C4N=CC(=C(c5ccccc5CC31)C1(CC3CCC(N1)N3N)C(F)C=N2)C4=CF,[F][C][=C][C][=C][Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C][F][C][=N][C][Ring1][P][=C][C][=C][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][P][N][=C][Ring2][Ring2][C],0.568933567397818,6.504096753155479,0.1484375,0.8515625,1.0,498.5810000000002,0.7689335673978179,0.43698790585556513,0.0,0.0,1.0,1.3723106055618337
CC=CC=CC=CC(C)N=CC1C=NC=C(O)C(F)CCC=NC=CC=C(CC=NC2Cc3ccccc3CO2)N2CC3CCC(C=N1)(C2)N3,[C][C][=C][C][=C][C][=C][C][=Branch1][C][C][N][=C][C][Branch2][Branch1][=Branch2][C][=N][C][=C][Branch1][C][O][=C][Branch1][C][F][C][Ring1][Branch1][C][C][=N][C][=C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch1][O][O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch1][N][=C][Ring2][Ring1][C],0.22782126487719168,6.631856277564982,0.1793103448275862,0.8163265306122449,0.2816100000000017,679.8849999999999,0.0,0.4210179653043773,0.0,0.0,0.2816100000000017,0.364975372243502
CCC=C=C(NC(=N)OCCCCOCC)OCC1CC[C@@H](C)N1,[C][C][C][=C][=C][Branch1][#C][O][C][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][O][O][C][C][C][C][O][C][C][Ring1][Branch2][=N][Ring2][Ring1][Ring2][Ring1][P][=C][Ring2][Ring1][O],0.17738294897892345,5.08915507599482,0.12380952380952381,0.8761904761904762,1.0,339.48,0.0,0.6138556155006475,0.0,0.0,1.0,0.591084492400518
CCF,[C][Branch1][C][C][F][C][Branch1][C][C][=N][C][=C][C][Branch2][Ring1][N][C][=C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][=C][Ring1][O][Ring1][=C][C][=N][C][=C][Ring2][Branch1][C][C][F][N][=C][Ring2][Ring1][C][Ring2][Ring1],0.38239715499610855,1.0,0.06349206349206349,0.9365079365079365,0.0,48.06,0.49438292997665134,1.0,0.0,0.0,0.0,1.3932595159719816
C=CC=CC=COC12CC3(CCNC)CCC=CCNCC4CC[C@H](C)N4N(C)CCCC1C2N3,[C][N][C][C][C][Branch2][Ring1][2H][C][C][C][=C][C][Branch1][#C][N][C][C][C][C][C@H1][Branch1][C][C][N][Ring1][=Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][Ring1][O][Ring1][#Branch1][N][Ring1][Branch2][=N][C][C][Ring1][Branch2][=C][C][N][N][=C][C][Branch1][Branch2][O][C][=C][C][=C][C][=C][Ring1][#Branch1][Ring1][=Branch1][=N][C][Branch1][Ring2][C][=C][Ring1][O],0.29129659206819813,6.050732302924165,0.14173228346456693,0.8515625,1.0,483.7450000000003,0.0,0.4936584621344794,0.0,0.0,1.0,0.49492676970758354
C1=NCNCC2CN1O2,[C][N][C][C][C][N][Branch1][Ring2][C][=N][Ring1][=C][O][Ring1][=Branch1][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][O][N][F][=C][C][=C][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring2][C][F],0.4621805036816462,4.388382538558567,0.1111111111111111,0.8888888888888888,0.0,127.14699999999999,0.6621805036816462,0.7014521826801792,0.0,0.0,0.0,1.3557783505621188
[CH]C(C=CC=CC)CC=C=C(C)CC=C=C1CN=CC2(C)NCCC2CCCCNC(N2CC3CCC(C2)N3)=CC=CC=CCC=CN1,[C][C][=C][C][=C][C][=Branch1][C][C@@H1][=C][C][=C][#C][Branch1][C][C][=C][C][=C][C][#Branch1][N][Ring1][C][=N][C][=C][C][Branch2][Ring1][#C][C][=C][C][=C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][C][Branch1][#C][C][C][C][C][C][N][C][Branch1][C][C][Ring1][Branch1][C][=N][C][Branch2][Branch2][Ring2][Ring1][C],0.1705910741581011,5.977133202100371,0.18248175182481752,0.8175182481751825,1.0,648.9840000000004,0.0,0.5028583497374536,0.0,0.0,1.0,0.5022866797899629
N=C[S+]CC=C(C=CNCCCCCN=CC(N)=CO)C1NCCCC1CF,[O][C][=C][Branch1][C][N][C][=N][C][Branch2][Branch1][#C][C][C][C][C][N][C][=C][C][Branch1][#C][C][N][C][C][C][C][Branch1][Branch1][C][F][C][Ring1][#Branch1][N][Ring1][=Branch1][C][=N][C][Branch2][C][Branch1][C][O][C][=C][C][S+1][C][=N][Ring1][=Branch1][=N][C][=C][C][Ring1][O][=C][Ring1][O][F],0.07544015074344268,5.675981083858582,0.11965811965811966,0.8803418803418803,1.0,411.5910000000001,0.0,0.5405023645176773,0.0,0.0,1.0,0.5324018916141419
