smiles,QED,SA
C=CC(=O)N1CCC2c3[nH]n(c(=NCOC[C@@H]4CCCN4C)c3CCN2c2cc(O)cc3ccccc23)CC1,0.3776290614705643,6.636756229379831
C=CC(=O)N1CCN(N=NC(=NC2=CCCN(c3cc(O)cc4ccccc34)C2)OC[C@@H]2CCCN2C)CC1,0.26366333877995346,6.507407538877727
C=CC1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CCN1,0.48228795246732364,6.55765203220388
C=CC(=O)NCC1CCN1c1nc(OC[C@@H]2CCCN2C)ncc1C1CN(C=CC2PCOCc3ccccc32)C1,0.3392569259203149,6.789265665717203
C=CC(=O)NC1CCN(C=NC(C=NC2=CCCN(c3cc(O)cc4ccccc34)C2)OCO[C@@H]2CCCN2)C1,0.17189542357349646,6.704680281571644
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,0.6946747064574641,5.763408934598926
CNCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,0.6000259768102013,5.7993151043706614
CN(C)Cc1[nH]c2ccccc2c1[C@H]1CC(=O)c2ccc(O)cc21,0.7742480801217135,5.628975810752137
C#N,0.3697970178104732,1.7455829697313585
O=C1N[C@H](c2c(CNCC3[CH]C=c4ccn(Cc5ccccc5)c4=C3)[nH]c3ccccc23)c2cc(O)ccc21,0.26769800891464146,6.74482131485742
[NH]SC=c1c(=CC=CCNCC2=C[C@@H]3CC(O)=CC=C(C(=O)N3)c3ccccc32)ccn1Cc1ccccc1,0.30112984182407654,6.465982101669335
O=CN[C@@H](C=Cc1ccco1)c1c(CNCc2ccc3ccn(Cc4ccccc4)c3c2)[nH]c2ccccc12,0.17159501739742242,6.70975299610118
O=CN[CH][C@@H]1c2ccccc2NC1CNCc1ccc2ccn(Cc3ccccc3)c2c1,0.35261494477321415,6.299250146348411
O=C1C=CC=C(O)C=C[C@@H](c2c(CNCc3ccc4ccn(Cc5ccccc5)c4c3)[nH]c3ccccc23)N1,0.2091694183658487,6.572481103675974
OC1=CCC(N[CH]c2c(CNCC3=CC=CC4=CNC(C5=CCNC=N5)C4=C3)[nH]c3ccccc23)CC=C1,0.3214604882637817,6.593109563470854
CNC=NC1=CC1n1ccc2ccc(CNCc3[nH]c4ccccc4c3[C@H]3NC(=O)c4ccc(O)cc43)cc21,0.15306548254554894,6.902364144807755
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)n1,0.25444465007696626,6.953170640727988
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(N)cc54)cc32)c1,0.2331010747608371,6.89674551387329
O=C1N[C@H](C2C=CC=CCC#CN2CC2=CC=CC=C(NCC3=CCNC=N3)C=C2)c2cc(O)ccc21,0.4585711350621237,6.297630003265239
CN1CCC(COC=NC2=CC(F)C(c3cc(O)cc4ccccc34)=C(F)C(=N)N3C4CCC3CN2C4)C1,0.44646779239336,6.71455785984512
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(C4=CN(O)Cc5ccccc54)c(F)c3n2)CC1,0.4560367533300007,6.857513127447939
C=C(C(F)=Cc1c(N2CC3CCC(C2)N3)nc2nc1C(F)(CN(C)C)CO2)c1cc(O)cc2ccccc12,0.4673829976986692,6.616136277580123
CN1CCCC(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.3617880918296255,6.770159253607188
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,0.3350212186270394,6.827092508608475
FC=C(N=c1cnc(C[C@@]23CCCN2C[C@H](F)C3)nc(N2CC3CCC(C2)N3)c1)c1cccc2c1CC1CC21,0.6320275791927593,6.789697497721084
CC1CCC(=Nc2cc(=NC(=CF)c3cccc4c3CC3CC43)cnc(OC[C@@]34CCCN3C[C@H](F)C4)n2)N1,0.5807275088472599,6.753235951522526
NC12CC1Cc1c2ccc(Cc2cnc(OC[C@@]34CCCN3C[C@H](F)C4)nc2N2CC3CCC(C2)N3)c1F,0.6041581983930875,6.892782216596408
CC1CCC(NC2=CC(=NC(=CF)c3cccc4c3CC3CC43)C=NC2OC[C@@]23CCCN2C[C@H](F)C3)N1N,0.5106745757339991,6.749335510000503
C=NC(=NN1C2CCCCN(C2)CN1C(=CF)c1cccc2c1CC1CC21)OC[C@@]12CCCN1C[C@H](F)C2,0.41875058821129085,6.614150156320684
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COC[C@@H]2CCCN2C)N2C[C@H]3CC[C@H](N3)C12,0.49189408383616773,6.412390132782406
Oc1cc(-c2nccc(N3C[C@H]4CC[C@@H](C3)N4)nc3nc(c2F)CN2CCC[C@H]2CO3)c2ccccc2c1,0.5317272639722459,6.7002808723716125
CN1CCC[C@H]1COC1=NC(N2C[C@H]3CC[C@@H](C2)N3)=CC=NC(c2cc(O)cc3ccccc23)=C(F)CN1,0.5737888544334808,6.5325700112088185
CN1CCC[C@H]1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4cnccc34)c(F)c2n1,0.41372519477905584,6.858367542387778
CN1CCC[C@H]1COC=NC(=CC=NC(=CF)c1cc(O)cc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.4255992653423633,6.393656216126195
CN1CCN2C=NC1C2,0.43853285900126077,3.549992534713582
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C4=CC(O)=CC5CC=CC=C45)c(F)c3n2)C1,0.6614458245033517,6.686679005443096
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.4425316024086341,6.74694875236567
CN(C)CC=NC=NC1=CC=NC(CF)C=CC(O)=CC=CC=CN2C3CCC2CN1C3,0.5269548357235395,5.93136585906623
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C=CC(O)=Cc4c5cccc4-5)c(F)c3n2)C1,0.3085712230875454,6.784123931823287
Cn1ccnc1CCOC=NC(=CC#N)N1C[C@H]2CC[C@@H](C1)N2,0.3637357058141285,5.645030396916417
Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCC4=C=CNC4)nc3c2F)c2ccccc2c1,0.3347642077876646,6.841475289988921
Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(C3=CCOCc4ccccc43)c(F)c2n1,0.4081366042559298,6.87973355363377
Cn1ccnc1CCOc1nc(N2C[C@H]3C=N[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3481890835606387,6.991801931783096
Cn1ccnc1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.36601588906614857,6.896615859670684
C=CN=C(N=C(C=CN=CC(F)C=CO)NC1[CH]C#CC[C@H](N)C1)OCCN1C[C@@H]2C[C@H]1CO2,0.20380386098238834,6.173934089921335
Oc1cc(C2=NCC3C(N4C[C@H]5CC[C@@H](C4)N5)=NC(OCCN4C[C@@H]5C[C@H]4CO5)=NC3=C2F)c2ccccc2c1,0.6151250698086822,6.919928756811378
OC=CC(F)[CH]c1cc2nc(OCCN3C[C@@H]4C[C@H]3CO4)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.5610642380495204,6.707363848759864
Fc1cnc(OCCN2C[CH]CO2)nc(N2C[C@H]3CC[C@@H](C2)N3)ccncc2c3ccccc3cocc1-2,0.5416369594575742,6.696647678308825
FC1=CC(OCC2NC3C[C@H]2CO3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC2C=CC=CC=COC=C12,0.6113763209978617,6.414894916586555
C1=COCN=C(OCC23CCCN2CCC3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC1,0.7334945618172845,6.013525638887884
OC=CCC1=NC=CC(N2C[C@H]3CC[C@@H](C2)N3)=NCOCC2CCCN2CC1,0.7100305416226795,5.643338921077725
C[CH]CC[CH]CNC1=NC(OCC23CCCN2CCC3)=NC(=CF)C(N=CC2=c3ccccc3=COC=C2)=C1,0.3864469355464741,6.418556121332552
C1=CC(c2cc3nc(OCC45CCCN4CCC5)nc(N4C[C@H]5CC[C@@H](C4)N5)c3cn2)=c2ccccc2=CO1,0.5479738382856284,6.848768175877723
OC=C1C=C2C=CC=NC2C=C1c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.5366977262324331,6.9583090554907825
Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.3777675371503005,6.9007484577687395
CCN1CCCC1COc1ncc(=NC(=CF)c2cccc3cccc(F)c23)cc(N2C[C@H]3CC[C@@H](C2)N3)n1,0.48551143821177806,6.63411078246117
O=C=CF,0.3673352022203018,2.0480111634142544
Fc1c(-c2cccc3cccc(F)c23)nccc(N2C[C@H]3CC[C@@H](C2)N3)nc2nc1C1CN3CCCC3(CO2)C1,0.501514228766535,6.818581660303857
FC=C(N=C1C=NC(OCC23CCCN2CCC3)C(N2C[C@H]3CC[C@@H](C2)N3)=C1)c1cccc2cccc(F)c12,0.5661709248046229,6.6464578016774105
FC=C1N=C(OC2CCN3CCCC23)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=C1N=CC1=C2CC=CC=C2C=CC=C1,0.549655530595729,6.521898988300616
CC=CC=CC=CC=C1C=CN=C2N=C(C=CN=CC1F)N1C[C@@H]3CC(C(CCC)CCCO2)[C@H](C1)N3,0.48814150520508925,5.870664312231613
Fc1c(-c2cccc3c2CC=CC=C3)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,0.4955461158029805,6.8341567750188235
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56[CH]CCN5CCC6)nc4c3F)c12,0.38204025734549374,6.855103433318525
Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,0.37281003872111185,6.852608898712117
Fc1c2ncc3c(nc(OCC45CCCN4CCC5)nc13)N1C[C@H]3CC[C@@H](C1)N3C1=C2C=CC=CC=CC=CC#C1,0.5115067917492104,7.151194530335795
C#CCC=Cc1cccc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,0.433087182643374,6.738552788365234
FC=C1N=C(OCC23CCCN2CCC3)N=C2C=C1N=CC1=CC(=CC=CC#C[C@@H]3CC[CH]C(N2)N3)C=CC=C1,0.505774348492779,6.332499905256248
C#CC1=CC=CC2=CC=C=C(c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)C12,0.44071252586216897,6.810030532762498
