smiles,QED,SA,sim_g12d,novelty_raw,physchem_score,molwt,f_qed,f_sa,f_sim,f_novelty,f_physchem,reward
C=CC(=O)N1CCC2c3[nH]n(c(=NCOC[C@@H]4CCCN4C)c3CCN2c2cc(O)cc3ccccc23)CC1,0.3776290614705643,6.636756229379831,0.3302752293577982,0.48484848484848486,1.0,530.6730000000002,0.46577436882338585,0.42040547132752115,0.6513761467889908,1.0,1.0,2.076904995796869
C=CC(=O)N1CCN(N=NC(=NC2=CCCN(c3cc(O)cc4ccccc34)C2)OC[C@@H]2CCCN2C)CC1,0.2636633387799534,6.507407538877727,0.3523809523809524,0.44680851063829785,1.0,531.6610000000003,0.0,0.4365740576402841,0.761904761904762,1.0,1.0,1.6635449603979418
C=CC1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CCN1,0.4822879524673236,6.55765203220388,0.4742268041237113,0.25,1.0,514.6740000000003,0.6822879524673235,0.43029349597451505,1.0,0.7499999999999999,1.0,2.6879803397404007
C=CC(=O)NCC1CCN1c1nc(OC[C@@H]2CCCN2C)ncc1C1CN(C=CC2PCOCc3ccccc32)C1,0.3392569259203149,6.789265665717203,0.3025210084033613,0.6779661016949152,1.0,576.6820000000001,0.2355415555218896,0.4013417917853497,0.5126050420168066,0.6101694915254238,1.0,1.5019001979323423
C=CC(=O)NC1CCN(C=NC(C=NC2=CCCN(c3cc(O)cc4ccccc34)C2)OCO[C@@H]2CCCN2)C1,0.1718954235734964,6.704680281571644,0.25833333333333336,0.6779661016949152,1.0,546.6720000000003,0.0,0.4119149648035445,0.29166666666666674,0.6101694915254238,1.0,0.9625828193004627
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,0.6946747064574641,5.763408934598926,0.527027027027027,0.0,1.0,321.38000000000005,0.894674706457464,0.5295738831751342,1.0,0.0,1.0,2.7972687542890644
CNCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,0.6000259768102013,5.799315104370661,0.5915492957746479,0.2592592592592593,1.0,307.353,0.8000259768102013,0.5250856119536674,1.0,0.7962962962962964,1.0,2.9189885506240647
CN(C)Cc1[nH]c2ccccc2c1[C@H]1CC(=O)c2ccc(O)cc21,0.7742480801217135,5.628975810752137,0.37349397590361444,0.3035714285714286,1.0,320.392,0.9742480801217135,0.5463780236559829,0.8674698795180721,1.0,1.0,3.047163970492529
C#N,0.3697970178104732,1.7455829697313583,0.03225806451612903,0.9642857142857143,0.0,27.025999999999996,0.41878210686283923,1.0,0.0,0.0,0.0,1.3025385282354072
O=C1N[C@H](c2c(CNCC3[CH]C=c4ccn(Cc5ccccc5)c4=C3)[nH]c3ccccc23)c2cc(O)ccc21,0.2676980089146414,6.74482131485742,0.6506024096385542,0.3493975903614458,1.0,513.6210000000002,0.0,0.4068973356428225,1.0,1.0,1.0,1.9255178685142582
[NH]SC=c1c(=CC=CCNCC2=C[C@@H]3CC(O)=CC=C(C(=O)N3)c3ccccc32)ccn1Cc1ccccc1,0.3011298418240765,6.465982101669335,0.27522935779816515,0.7247706422018348,1.0,535.6930000000002,0.006779050944458964,0.44175223729133317,0.3761467889908257,0.37614678899082565,1.0,1.025756834452656
O=CN[C@@H](C=Cc1ccco1)c1c(CNCc2ccc3ccn(Cc4ccccc4)c3c2)[nH]c2ccccc12,0.1715950173974224,6.70975299610118,0.4777777777777778,0.5222222222222221,1.0,514.6290000000001,0.0,0.4112808754873525,1.0,1.0,1.0,1.9290247003898822
O=CN[CH][C@@H]1c2ccccc2NC1CNCc1ccc2ccn(Cc3ccccc3)c2c1,0.3526149447732141,6.299250146348411,0.43529411764705883,0.5647058823529412,1.0,423.54000000000013,0.3156896686392846,0.4625937317064486,1.0,1.0,1.0,2.3489025877323004
O=C1C=CC=C(O)C=C[C@@H](c2c(CNCc3ccc4ccn(Cc5ccccc5)c4c3)[nH]c3ccccc23)N1,0.2091694183658487,6.572481103675974,0.6144578313253012,0.3855421686746988,1.0,514.6290000000001,0.0,0.4284398620405032,1.0,1.0,1.0,1.9427518896324028
OC1=CCC(N[CH]c2c(CNCC3=CC=CC4=CNC(C5=CCNC=N5)C4=C3)[nH]c3ccccc23)CC=C1,0.3214604882637817,6.593109563470854,0.2222222222222222,0.7777777777777778,1.0,505.6460000000002,0.1287629295826903,0.42586130456614324,0.111111111111111,0.11111111111111094,1.0,0.7618712258188095
CNC=NC1=CC1n1ccc2ccc(CNCc3[nH]c4ccccc4c3[C@H]3NC(=O)c4ccc(O)cc43)cc21,0.1530654825455489,6.902364144807755,0.6705882352941176,0.3294117647058824,1.0,516.6050000000002,0.0,0.3872044818990307,1.0,1.0,1.0,1.9097635855192248
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)n1,0.2544446500769662,6.953170640727988,0.788235294117647,0.21176470588235297,1.0,517.5930000000002,0.0,0.3808536699090015,1.0,0.5588235294117647,1.0,1.7723299947507307
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(N)cc54)cc32)c1,0.2331010747608371,6.89674551387329,0.8641975308641975,0.13580246913580252,1.0,515.6210000000002,0.0,0.38790681076583877,0.8074074074074077,0.17901234567901256,1.0,1.432918041205264
O=C1N[C@H](C2C=CC=CCC#CN2CC2=CC=CC=C(NCC3=CCNC=N3)C=C2)c2cc(O)ccc21,0.4585711350621237,6.297630003265239,0.24778761061946902,0.752212389380531,1.0,491.5950000000002,0.6585711350621237,0.4627962495918452,0.23893805309734506,0.23893805309734473,1.0,1.6189294413940423
CN1CCC(COC=NC2=CC(F)C(c3cc(O)cc4ccccc34)=C(F)C(=N)N3C4CCC3CN2C4)C1,0.44646779239336,6.71455785984512,0.3119266055045872,0.6880733944954128,1.0,521.6120000000002,0.6464677923933599,0.41068026751936004,0.5596330275229358,0.5596330275229358,1.0,2.0437551061719237
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(C4=CN(O)Cc5ccccc54)c(F)c3n2)CC1,0.4560367533300007,6.857513127447939,0.6976744186046512,0.3023255813953488,1.0,548.638,0.6560367533300007,0.3928108590690076,1.0,1.0,1.0,2.701492791251207
C=C(C(F)=Cc1c(N2CC3CCC(C2)N3)nc2nc1C(F)(CN(C)C)CO2)c1cc(O)cc2ccccc12,0.4673829976986692,6.616136277580123,0.4158415841584158,0.5841584158415842,1.0,519.5960000000002,0.6673829976986692,0.4229829653024846,1.0,1.0,1.0,2.7392459694803906
CN1CCCC(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.3617880918296255,6.770159253607188,0.6923076923076923,0.3076923076923077,1.0,545.634,0.37072855097775315,0.4037300932991015,1.0,1.0,1.0,2.367858335812585
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,0.3350212186270394,6.827092508608475,1.0,0.0,1.0,545.634,0.2101273117622363,0.39661343642394065,0.5,0.0,1.0,1.2694435232538361
FC=C(N=c1cnc(C[C@@]23CCCN2C[C@H](F)C3)nc(N2CC3CCC(C2)N3)c1)c1cccc2c1CC1CC21,0.6320275791927593,6.789697497721084,0.4811320754716981,0.5188679245283019,1.0,530.6670000000003,0.8320275791927593,0.4012878127848645,1.0,1.0,1.0,2.9194633452592025
CC1CCC(=Nc2cc(=NC(=CF)c3cccc4c3CC3CC43)cnc(OC[C@@]34CCCN3C[C@H](F)C4)n2)N1,0.5807275088472599,6.753235951522526,0.4424778761061947,0.5575221238938053,1.0,532.6390000000004,0.7807275088472598,0.4058455060596843,1.0,1.0,1.0,2.861549415464459
NC12CC1Cc1c2ccc(Cc2cnc(OC[C@@]34CCCN3C[C@H](F)C4)nc2N2CC3CCC(C2)N3)c1F,0.6041581983930875,6.892782216596408,0.5257731958762887,0.4742268041237113,1.0,522.6440000000003,0.8041581983930874,0.388402222925449,1.0,1.0,1.0,2.875711616412064
CC1CCC(NC2=CC(=NC(=CF)c3cccc4c3CC3CC43)C=NC2OC[C@@]23CCCN2C[C@H](F)C3)N1N,0.5106745757339991,6.749335510000503,0.35833333333333334,0.6416666666666666,1.0,536.6710000000003,0.7106745757339991,0.4063330612499372,0.7916666666666666,0.7916666666666669,1.0,2.4653759398807487
C=NC(=NN1C2CCCCN(C2)CN1C(=CF)c1cccc2c1CC1CC21)OC[C@@]12CCCN1C[C@H](F)C2,0.4187505882112908,6.614150156320684,0.39285714285714285,0.6071428571428572,1.0,524.6600000000003,0.6187505882112907,0.4232312304599145,0.9642857142857142,0.9642857142857139,1.0,2.6275142616500515
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COC[C@@H]2CCCN2C)N2C[C@H]3CC[C@H](N3)C12,0.4918940838361677,6.412390132782406,0.4845360824742268,0.5154639175257731,1.0,485.63200000000035,0.6918940838361676,0.4484512334021993,1.0,1.0,1.0,2.7890338873251603
Oc1cc(-c2nccc(N3C[C@H]4CC[C@@H](C3)N4)nc3nc(c2F)CN2CCC[C@H]2CO3)c2ccccc2c1,0.5317272639722459,6.7002808723716125,0.5,0.5,1.0,514.6050000000004,0.7317272639722459,0.41246489095354844,1.0,1.0,1.0,2.8080446295295336
CN1CCC[C@H]1COC1=NC(N2C[C@H]3CC[C@@H](C2)N3)=CC=NC(c2cc(O)cc3ccccc23)=C(F)CN1,0.5737888544334808,6.5325700112088185,0.5666666666666667,0.43333333333333335,1.0,518.6370000000002,0.7737888544334808,0.4334287485988977,1.0,1.0,1.0,2.875289624199295
CN1CCC[C@H]1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4cnccc34)c(F)c2n1,0.4137251947790558,6.858367542387778,0.8421052631578947,0.1578947368421053,1.0,515.5930000000001,0.6137251947790557,0.3927040572015278,0.8736842105263161,0.2894736842105265,1.0,2.285896637390826
CN1CCC[C@H]1COC=NC(=CC=NC(=CF)c1cc(O)cc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.4255992653423633,6.393656216126195,0.4421052631578947,0.5578947368421052,1.0,491.6110000000003,0.6255992653423632,0.4507929729842256,1.0,1.0,1.0,2.7113534967982162
CN1CCN2C=NC1C2,0.4385328590012607,3.549992534713582,0.13333333333333333,0.8666666666666667,0.0,125.17499999999998,0.6385328590012607,0.8062509331608023,0.0,0.0,0.0,1.4112401773301548
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C4=CC(O)=CC5CC=CC=C45)c(F)c3n2)C1,0.6614458245033517,6.686679005443096,0.4482758620689655,0.4337349397590361,1.0,501.61000000000024,0.8614458245033516,0.41416512431961305,1.0,1.0,1.0,2.9650670888597124
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.4425316024086341,6.74694875236567,0.8181818181818182,0.0,1.0,499.5940000000002,0.642531602408634,0.40663140595429126,0.9454545454545454,0.0,1.0,2.3308885021992487
CN(C)CC=NC=NC1=CC=NC(CF)C=CC(O)=CC=CC=CN2C3CCC2CN1C3,0.5269548357235395,5.93136585906623,0.17117117117117117,0.8288288288288288,1.0,440.56700000000023,0.7269548357235395,0.5085792676167212,0.0,0.0,1.0,1.3792092169616246
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C=CC(O)=Cc4c5cccc4-5)c(F)c3n2)C1,0.3085712230875454,6.784123931823287,0.49411764705882355,0.40506329113924056,1.0,499.5940000000002,0.05142733852527259,0.4019845085220891,1.0,1.0,1.0,1.9833004130479985
Cn1ccnc1CCOC=NC(=CC#N)N1C[C@H]2CC[C@@H](C1)N2,0.3637357058141285,5.645030396916417,0.35555555555555557,0.6363636363636364,1.0,314.39300000000014,0.3824142348847711,0.5443712003854478,0.7777777777777778,0.8181818181818181,1.0,2.1731819209579624
Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCC4=C=CNC4)nc3c2F)c2ccccc2c1,0.3347642077876646,6.841475289988921,0.76,0.22368421052631582,1.0,510.57300000000026,0.20858524672598755,0.3948155887513849,1.0,0.618421052631579,1.0,2.0516810828617666
Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(C3=CCOCc4ccccc43)c(F)c2n1,0.4081366042559298,6.87973355363377,0.6744186046511628,0.2716049382716049,1.0,527.6040000000003,0.6081366042559297,0.3900333057957788,1.0,0.8580246913580245,1.0,2.599197977151146
Cn1ccnc1CCOc1nc(N2C[C@H]3C=N[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3481890835606387,6.991801931783096,0.7901234567901234,0.2098765432098766,1.0,524.5600000000003,0.28913450136383234,0.37602475852711303,1.0,0.5493827160493828,1.0,2.1125960232731043
