smiles,QED,SA,P_pred
C=CC(=O)N1CCC2c3[nH]n(c(=NCOC[C@@H]4CCCN4C)c3CCN2c2cc(O)cc3ccccc23)CC1,0.3776290614705643,6.636756229379831,0.2949068758856416
C=CC(=O)N1CCN(N=NC(=NC2=CCCN(c3cc(O)cc4ccccc34)C2)OC[C@@H]2CCCN2C)CC1,0.2636633387799534,6.507407538877727,0.24124212307072995
C=CC1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cc(O)cc4ccccc24)C3)CCN1,0.4822879524673236,6.55765203220388,0.5498003678866316
C=CC(=O)NCC1CCN1c1nc(OC[C@@H]2CCCN2C)ncc1C1CN(C=CC2PCOCc3ccccc32)C1,0.3392569259203149,6.789265665717203,0.481415880391206
C=CC(=O)NC1CCN(C=NC(C=NC2=CCCN(c3cc(O)cc4ccccc34)C2)OCO[C@@H]2CCCN2)C1,0.1718954235734964,6.704680281571644,0.17094605792517814
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,0.6946747064574641,5.763408934598926,0.2629016621563346
CNCc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,0.6000259768102013,5.799315104370661,0.28362472615087186
CN(C)Cc1[nH]c2ccccc2c1[C@H]1CC(=O)c2ccc(O)cc21,0.7742480801217135,5.628975810752137,0.27299665494672426
C#N,0.3697970178104732,1.7455829697313583,0.17215258234562567
O=C1N[C@H](c2c(CNCC3[CH]C=c4ccn(Cc5ccccc5)c4=C3)[nH]c3ccccc23)c2cc(O)ccc21,0.2676980089146414,6.74482131485742,0.30276875892039956
[NH]SC=c1c(=CC=CCNCC2=C[C@@H]3CC(O)=CC=C(C(=O)N3)c3ccccc32)ccn1Cc1ccccc1,0.3011298418240765,6.465982101669335,0.19419165869358643
O=CN[C@@H](C=Cc1ccco1)c1c(CNCc2ccc3ccn(Cc4ccccc4)c3c2)[nH]c2ccccc12,0.1715950173974224,6.70975299610118,0.21578480927720972
O=CN[CH][C@@H]1c2ccccc2NC1CNCc1ccc2ccn(Cc3ccccc3)c2c1,0.3526149447732141,6.299250146348411,0.29550719229945555
O=C1C=CC=C(O)C=C[C@@H](c2c(CNCc3ccc4ccn(Cc5ccccc5)c4c3)[nH]c3ccccc23)N1,0.2091694183658487,6.572481103675974,0.31396539409694746
OC1=CCC(N[CH]c2c(CNCC3=CC=CC4=CNC(C5=CCNC=N5)C4=C3)[nH]c3ccccc23)CC=C1,0.3214604882637817,6.593109563470854,0.22827649804413838
CNC=NC1=CC1n1ccc2ccc(CNCc3[nH]c4ccccc4c3[C@H]3NC(=O)c4ccc(O)cc43)cc21,0.1530654825455489,6.902364144807755,0.2963655504538964
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)n1,0.2544446500769662,6.953170640727988,0.4662201799332989
Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(N)cc54)cc32)c1,0.2331010747608371,6.89674551387329,0.7217686239377652
O=C1N[C@H](C2C=CC=CCC#CN2CC2=CC=CC=C(NCC3=CCNC=N3)C=C2)c2cc(O)ccc21,0.4585711350621237,6.297630003265239,0.45340688041289834
CN1CCC(COC=NC2=CC(F)C(c3cc(O)cc4ccccc34)=C(F)C(=N)N3C4CCC3CN2C4)C1,0.44646779239336,6.71455785984512,0.5636892708837864
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(C4=CN(O)Cc5ccccc54)c(F)c3n2)CC1,0.4560367533300007,6.857513127447939,0.5596293136167617
C=C(C(F)=Cc1c(N2CC3CCC(C2)N3)nc2nc1C(F)(CN(C)C)CO2)c1cc(O)cc2ccccc12,0.4673829976986692,6.616136277580123,0.4943721975953843
CN1CCCC(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.3617880918296255,6.770159253607188,0.8397149905532443
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,0.3350212186270394,6.827092508608475,0.7106690289147218
FC=C(N=c1cnc(C[C@@]23CCCN2C[C@H](F)C3)nc(N2CC3CCC(C2)N3)c1)c1cccc2c1CC1CC21,0.6320275791927593,6.789697497721084,0.415651530344625
CC1CCC(=Nc2cc(=NC(=CF)c3cccc4c3CC3CC43)cnc(OC[C@@]34CCCN3C[C@H](F)C4)n2)N1,0.5807275088472599,6.753235951522526,0.422941294003455
NC12CC1Cc1c2ccc(Cc2cnc(OC[C@@]34CCCN3C[C@H](F)C4)nc2N2CC3CCC(C2)N3)c1F,0.6041581983930875,6.892782216596408,0.7238037863178619
CC1CCC(NC2=CC(=NC(=CF)c3cccc4c3CC3CC43)C=NC2OC[C@@]23CCCN2C[C@H](F)C3)N1N,0.5106745757339991,6.749335510000503,0.39888588599750485
C=NC(=NN1C2CCCCN(C2)CN1C(=CF)c1cccc2c1CC1CC21)OC[C@@]12CCCN1C[C@H](F)C2,0.4187505882112908,6.614150156320684,0.3672730601684261
CC1=C(c2cc(O)cc3ccccc23)N=CC=C(N=COC[C@@H]2CCCN2C)N2C[C@H]3CC[C@H](N3)C12,0.4918940838361677,6.412390132782406,0.6224472851911423
Oc1cc(-c2nccc(N3C[C@H]4CC[C@@H](C3)N4)nc3nc(c2F)CN2CCC[C@H]2CO3)c2ccccc2c1,0.5317272639722459,6.7002808723716125,0.46205416733935545
CN1CCC[C@H]1COC1=NC(N2C[C@H]3CC[C@@H](C2)N3)=CC=NC(c2cc(O)cc3ccccc23)=C(F)CN1,0.5737888544334808,6.5325700112088185,0.7474279492995487
CN1CCC[C@H]1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4cnccc34)c(F)c2n1,0.4137251947790558,6.858367542387778,0.9038195029896776
CN1CCC[C@H]1COC=NC(=CC=NC(=CF)c1cc(O)cc2ccccc12)N1C[C@H]2CC[C@@H](C1)N2,0.4255992653423633,6.393656216126195,0.5080374705041291
CN1CCN2C=NC1C2,0.4385328590012607,3.549992534713582,0.2616332143749819
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C4=CC(O)=CC5CC=CC=C45)c(F)c3n2)C1,0.6614458245033517,6.686679005443096,0.4895090593188239
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,0.4425316024086341,6.74694875236567,0.6440243545533563
CN(C)CC=NC=NC1=CC=NC(CF)C=CC(O)=CC=CC=CN2C3CCC2CN1C3,0.5269548357235395,5.93136585906623,0.18365534648210477
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(C=CC(O)=Cc4c5cccc4-5)c(F)c3n2)C1,0.3085712230875454,6.784123931823287,0.371097840462907
Cn1ccnc1CCOC=NC(=CC#N)N1C[C@H]2CC[C@@H](C1)N2,0.3637357058141285,5.645030396916417,0.2121422772900053
Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCC4=C=CNC4)nc3c2F)c2ccccc2c1,0.3347642077876646,6.841475289988921,0.7215796930119222
Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(C3=CCOCc4ccccc43)c(F)c2n1,0.4081366042559298,6.87973355363377,0.3779664299444899
Cn1ccnc1CCOc1nc(N2C[C@H]3C=N[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3481890835606387,6.991801931783096,0.44694577706786537
Cn1ccnc1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,0.3660158890661485,6.896615859670684,0.6081465739220279
C=CN=C(N=C(C=CN=CC(F)C=CO)NC1[CH]C#CC[C@H](N)C1)OCCN1C[C@@H]2C[C@H]1CO2,0.2038038609823883,6.173934089921335,0.13458077202417879
Oc1cc(C2=NCC3C(N4C[C@H]5CC[C@@H](C4)N5)=NC(OCCN4C[C@@H]5C[C@H]4CO5)=NC3=C2F)c2ccccc2c1,0.6151250698086822,6.919928756811378,0.4120881504338568
OC=CC(F)[CH]c1cc2nc(OCCN3C[C@@H]4C[C@H]3CO4)nc(N3C[C@H]4CC[C@@H](C3)N4)c2cn1,0.5610642380495204,6.707363848759864,0.3652222426534406
Fc1cnc(OCCN2C[CH]CO2)nc(N2C[C@H]3CC[C@@H](C2)N3)ccncc2c3ccccc3cocc1-2,0.5416369594575742,6.696647678308825,0.22597383254043607
FC1=CC(OCC2NC3C[C@H]2CO3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC2C=CC=CC=COC=C12,0.6113763209978617,6.414894916586555,0.3595590605850211
C1=COCN=C(OCC23CCCN2CCC3)N=C(N2C[C@H]3CC[C@@H](C2)N3)C=CN=CC1,0.7334945618172845,6.013525638887884,0.39077715255862666
OC=CCC1=NC=CC(N2C[C@H]3CC[C@@H](C2)N3)=NCOCC2CCCN2CC1,0.7100305416226795,5.643338921077725,0.37247226952900225
C[CH]CC[CH]CNC1=NC(OCC23CCCN2CCC3)=NC(=CF)C(N=CC2=c3ccccc3=COC=C2)=C1,0.3864469355464741,6.418556121332552,0.17766480358031406
C1=CC(c2cc3nc(OCC45CCCN4CCC5)nc(N4C[C@H]5CC[C@@H](C4)N5)c3cn2)=c2ccccc2=CO1,0.5479738382856284,6.848768175877723,0.5447945135124017
OC=C1C=C2C=CC=NC2C=C1c1ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,0.5366977262324331,6.958309055490783,0.6811790661403012
